"4","1550996185","Sat Apr 18 07:51:31 PDT 2009","NO_QUERY","HattiS","Had a lovely time at Matti's last night  Thanks m'dear. And a wicked Wicked rehearsal this morning!"
"0","2064685337","Sun Jun 07 06:55:15 PDT 2009","NO_QUERY","hannahmcollins","@princess_kath I'm dreading that  don't want to leeeeeave"
"0","1685739360","Sun May 03 01:50:00 PDT 2009","NO_QUERY","nordiclania","Gamed Suikoden: Tierkreis, then appeared to miss something I didn't wanna miss, so I shut it off without saving. Hate when that happens. "
"4","1972791302","Sat May 30 09:53:40 PDT 2009","NO_QUERY","kristianc","And thanks to @tidygrooves as well, who I missed. "
"0","1978130288","Sat May 30 22:31:09 PDT 2009","NO_QUERY","PeteLombardi","There was a silent raue at union sq?! and I missed it? "
"0","2247350301","Fri Jun 19 18:58:05 PDT 2009","NO_QUERY","flyingwithhim","Today is a black day.  Listening White Horses, by Taylor Swift.  I fell very sad "
"4","1880468756","Fri May 22 01:21:06 PDT 2009","NO_QUERY","ladybug8320","@Superlambanana Hahahaha, have a good day, I'll be back to &quot;bug&quot; you later...beware "
"0","2060840179","Sat Jun 06 19:40:49 PDT 2009","NO_QUERY","aaronhb","Been in bed all day trying to shake a cold. Bahhh I don't like being sick. Didn't get to the united concert either "
"4","1759692824","Sun May 10 19:46:37 PDT 2009","NO_QUERY","eBISQUICK","Bloated as HAYL! Haha good food here though "
"4","2057370852","Sat Jun 06 12:52:45 PDT 2009","NO_QUERY","SitJumpStand","Watching Wendy And Lucy. Great movie so far "
"4","2064431187","Sun Jun 07 06:14:52 PDT 2009","NO_QUERY","JalynnRae","Is Going To Shower &amp; Get Ready Soon, Lunch, Then Taking The Girls Outside! "
"4","2045413279","Fri Jun 05 10:41:23 PDT 2009","NO_QUERY","gankstarrr","@el_friendo I have done a couple here and there but damn school has taken a lot of time away from it! I've CS3. I should upgrade "
"0","1983895263","Sun May 31 14:02:41 PDT 2009","NO_QUERY","richarddouglas","@ChefPatrick Oh now, just checked your site, its 600ms.  "
"0","2059195461","Sat Jun 06 16:26:27 PDT 2009","NO_QUERY","azizk","@karenabad nope  kindda sucks but hopefully will find something soon.  miss u too, hopefully you're having fun in Vimeo!"
"0","1834208056","Mon May 18 02:02:40 PDT 2009","NO_QUERY","wtffxtina","...and yes, I did cry at the end of the episode.... they added an important character, which the actor passed away, to the end. "
"4","2179132128","Mon Jun 15 08:41:19 PDT 2009","NO_QUERY","BlueInDaUK","@KeshaJosephs I would too  Just gonna upload the pics now"
"4","2002265755","Tue Jun 02 03:41:31 PDT 2009","NO_QUERY","8D8D8D","i should this more often. "
"0","2187297235","Mon Jun 15 20:04:39 PDT 2009","NO_QUERY","gardhylee","had an awesome day today!! my throat keeps hurting doe  [iloveyou.]"
"4","1558794332","Sun Apr 19 09:25:14 PDT 2009","NO_QUERY","petrmara","Dnesek se fakt podaril, stihl jsem toho vice, nez jsem doufal. Ted hura na thajskou veceri do Noi - The Art of Taste "
"0","1989960696","Mon Jun 01 03:24:50 PDT 2009","NO_QUERY","maibsy13","Doesn't have time to learn twitter "
"4","1979622053","Sun May 31 03:50:20 PDT 2009","NO_QUERY","rinygrin","@skyn3t Thank you! "
"4","2188957627","Mon Jun 15 22:55:48 PDT 2009","NO_QUERY","traceygr","Thanks @Japh for helping me out with my WP database problem this afternoon "
"0","1833854978","Mon May 18 00:41:53 PDT 2009","NO_QUERY","dannitothemoon","@MichaellaBassam Yeah and he wouldn't tell me about warped.  I was kinda disappointed with Jack tonight but it's okay. He was proly sad."
"4","2057958351","Sat Jun 06 13:59:30 PDT 2009","NO_QUERY","elaboratedream","@MarkCurtis_Wood yeah i have seen it(about 500 times on1day on tv...)naah,don't like it.the kids by themselves look cute though "
"0","1833916431","Mon May 18 00:55:53 PDT 2009","NO_QUERY","melanieleonard","@eddielewis stole my yawn this morning, I feel violated "
"0","1770546865","Mon May 11 21:38:02 PDT 2009","NO_QUERY","belle_rewound","$4000+ phone bill. don't call my cell. booo "
"4","1966165794","Fri May 29 17:14:54 PDT 2009","NO_QUERY","brnx531","@stephaniepratt the short black! their both cute but the black one is nicer "
"0","2015975113","Wed Jun 03 05:55:17 PDT 2009","NO_QUERY","JayresC","Trying to make it to breakfast, but I don't see it happening. "
"0","2186636198","Mon Jun 15 19:07:11 PDT 2009","NO_QUERY","Judie_","@MissTufty why wont you have family at the end of the week "
"4","2002034150","Tue Jun 02 02:55:22 PDT 2009","NO_QUERY","whereislena","@dliptak @redshoeartist We're speaking Russian tomorrow  So put on your Dr. Zhivago boots on and join us, да?"
"0","2055344619","Sat Jun 06 09:08:45 PDT 2009","NO_QUERY","missionsgirl","working on my epistle project! Hopefully I'll get to look for a new phone later 2day, since my old one broke yesterday. "
"0","2295207080","Tue Jun 23 07:37:31 PDT 2009","NO_QUERY","frankiecantu","&quot;around the world...and then my teeth fall out...and then i put them back in&quot; hahahah. i miss them! "
"4","2064188050","Sun Jun 07 05:30:48 PDT 2009","NO_QUERY","Natalie_Lupiani","@ravenize11 seats sound beautiful, do you sell the games you can't get to? and if you can send me that article it would be great. thnx "
"0","2260076641","Sat Jun 20 18:37:54 PDT 2009","NO_QUERY","brittnaaykinns","@maddaykinns i sawwwy  but, i heard mc's there. Singin' befo' the $t0rm."
"4","1971100393","Sat May 30 06:12:52 PDT 2009","NO_QUERY","logangels654","Can't wait for tryon! The HVS girls are going to rock! haha!! "
"4","2001246067","Tue Jun 02 00:16:29 PDT 2009","NO_QUERY","richardBarley","Morning all. Another hectic weekend... Beach, sun, sea, wine, food, festivals, friends, good times.....   I love it here "
"4","2002329858","Tue Jun 02 03:53:43 PDT 2009","NO_QUERY","goldfries","@dannyfoo i admire those bloggers on wordpress.com "
"4","1991278533","Mon Jun 01 06:44:41 PDT 2009","NO_QUERY","SweetChhavvi","@W_H_Swagspeare lmao you are too much! Good morning "
"4","1970996139","Sat May 30 05:54:24 PDT 2009","NO_QUERY","pallavikel","Bought book:  ASP.Net 3.5 Unleashd.... Quite big in size...... "
"0","2199227588","Tue Jun 16 17:11:58 PDT 2009","NO_QUERY","doph89","@BlackCease its 1.11am in LONDON and still no update "
"4","1963004345","Fri May 29 12:03:27 PDT 2009","NO_QUERY","QHRReport","It's so nice and sunny here at the beach. You should all take the day off "
"4","1882696980","Fri May 22 07:19:48 PDT 2009","NO_QUERY","CICELYCORINNE","@AmayaSwimwear you know I luv ya girl! Your super cool! "
"0","2263725336","Sun Jun 21 01:37:51 PDT 2009","NO_QUERY","drunkenmonkey87","On the rail replacement bus to killie, crappy old bus "
"4","2002644171","Tue Jun 02 04:47:34 PDT 2009","NO_QUERY","orianaaeason","to tired to be at school "
"0","1976204312","Sat May 30 16:48:57 PDT 2009","NO_QUERY","dudeitsmanda","@andreafosho Yes ! "
"4","1964813455","Fri May 29 14:50:59 PDT 2009","NO_QUERY","joeedh","excited about Up "
"4","2015161498","Wed Jun 03 03:53:14 PDT 2009","NO_QUERY","caitlinjadebaby","is going to be late for school haha. apex today "
"4","2053712722","Sat Jun 06 05:28:21 PDT 2009","NO_QUERY","aaddiew","Waiting my mummmmy   I love you so"
"0","2215262142","Wed Jun 17 17:54:02 PDT 2009","NO_QUERY","rhonda_","Picked the most humid day on record to take beach photos. I straightened the hair, and had spiral curls by the time we hit the sand.  #fb"
"0","1983857262","Sun May 31 13:58:21 PDT 2009","NO_QUERY","MrsMcFlyGrimmy","@carolinejjordan i did have a goldfish but she died  x"
"0","1677122415","Sat May 02 00:33:18 PDT 2009","NO_QUERY","Nicsey","Yesterday my neighbours'  dog almost mauled my bunny Lilly to death "
"0","1771185127","Mon May 11 23:28:38 PDT 2009","NO_QUERY","wenbert","having problems with ZF1.8  Fatal error: Call to undefined method SplFileInfo::getRealPath() .... #zf"
"0","2288236123","Mon Jun 22 18:53:55 PDT 2009","NO_QUERY","trentgillaspie","Wow! Clear shuts down. Just after everyone at work was handing out free passes: http://www.flyclear.com/ "
"4","1997503131","Mon Jun 01 16:57:59 PDT 2009","NO_QUERY","peachyhollow","@thepioneerwoman  you are most welcome "
"4","2055636812","Sat Jun 06 09:40:50 PDT 2009","NO_QUERY","markvelasquez","And i also learned this week that Glenn Campbell's   &quot;Wichita Lineman&quot; sounds even better the closer you get to Wichita. Makes sense "
"4","1792793088","Thu May 14 00:15:51 PDT 2009","NO_QUERY","CurtMonash","@Mollena In the kinds of forums you're apt to run, figures and pouts are both likely to be major themes! "
"4","1751175604","Sat May 09 18:50:36 PDT 2009","NO_QUERY","tinazerbe","check it out check it out check it out. "
"4","2191404814","Tue Jun 16 05:12:18 PDT 2009","NO_QUERY","Mmmblueberries","All's quiet on the western front - gonna go out now "
