"4","2188816553","Mon Jun 15 22:37:23 PDT 2009","NO_QUERY","cdell112","Bout to watch alvin and the chipmunks and eat ruffles  http://myloc.me/400U"
"4","1771055368","Mon May 11 23:03:16 PDT 2009","NO_QUERY","villykassiou","Good morning twitterland!  Have a nice day everyone!"
"0","1753633555","Sun May 10 02:37:44 PDT 2009","NO_QUERY","RQOCJD","@lameBIRDIE @xCraziiChiicax @Fuzzy2230 yo ppl!jst wanted to say bye  i will not be tweetin anymore til my exams r over.pray for me.bye :'("
"4","2191887411","Tue Jun 16 06:08:45 PDT 2009","NO_QUERY","Irishgal84","@DublinIrishFest It is SUCH a bummer that Gaelic Storm is only playing Friday! I hope we get them back for all weekend next year. "
"0","2228566967","Thu Jun 18 14:36:10 PDT 2009","NO_QUERY","skyecpht","I'm going home and taking a nice warm relaxing bath. My back is killing me. From my shoulders to my tailbone. "
"0","1976576809","Sat May 30 18:29:21 PDT 2009","NO_QUERY","Temkamara","Iron man v superman. Really hoping the cavs can save themselves and win tonight. Down by 10 in the second "
"0","2039678033","Thu Jun 04 22:32:04 PDT 2009","NO_QUERY","jelenawoehr","@kn0thing, did you let the alien get run over by a tank? "
"4","1990936799","Mon Jun 01 06:04:11 PDT 2009","NO_QUERY","alanbirbal","Just finnish an exam in first period was pretty intense but hopefully i passed it. God is the only one that will help me with my exams "
"0","1956901607","Thu May 28 22:59:11 PDT 2009","NO_QUERY","whereislena","@shoelover79 Condolences "
"4","1970755889","Sat May 30 05:05:52 PDT 2009","NO_QUERY","o2academybham","@LyzzyBee oh!!! good luck for tomorrow then  x"
"4","1965199878","Fri May 29 15:30:14 PDT 2009","NO_QUERY","maddie5218","@mitchelmusso can't wait! "
"4","2176315539","Mon Jun 15 03:32:04 PDT 2009","NO_QUERY","iLoveColbyO","@NeimaOmar yeah and all his vids "
"4","2063951261","Sun Jun 07 04:42:11 PDT 2009","NO_QUERY","britishgirlsoph","ahh I love the vicar of dibley "
"4","1752673780","Sat May 09 22:36:45 PDT 2009","NO_QUERY","davidismyangel","@Hatz94Music We got a guy in the chat now lol. "
"4","2002975747","Tue Jun 02 05:36:27 PDT 2009","NO_QUERY","ComedyQueen","@arianneross all good here thanks you? @Dojie whats tues? @Lt_Algonquin  wooo you live  lol."
"4","2047672973","Fri Jun 05 14:00:19 PDT 2009","NO_QUERY","redinbleustate","@hamsterwatch Great to see you on Twitter.  I love that show and always read your updates.  "
"4","2055400222","Sat Jun 06 09:14:48 PDT 2009","NO_QUERY","gezjames","@HilaryPerkins sounds good...pappar WHAT???? "
"4","2175361394","Mon Jun 15 00:46:28 PDT 2009","NO_QUERY","CiaoBellaMe15","it has come to my attention that i cannot marry @thatguynamedtom until after i finish grad school so i can get financial aid "
"4","1831132895","Sun May 17 18:16:40 PDT 2009","NO_QUERY","blairwaldorf916","i'm on msn! and aim, so let's chat ^^ send me your screenames/msns "
"0","2241399886","Fri Jun 19 10:54:18 PDT 2009","NO_QUERY","jenmass77","Wish I had off today, not really in the working frame of mind. I do have off tomorrow though. All this closing sux "
"0","2060261940","Sat Jun 06 18:34:17 PDT 2009","NO_QUERY","DrewDrew2009","@DiamondBlue wow!! babe sounds like a rough day!! "
"0","2228667374","Thu Jun 18 14:43:59 PDT 2009","NO_QUERY","elhughes","been in work for 7.5 hours, only 13.5 to go!! "
"4","1685873702","Sun May 03 02:32:11 PDT 2009","NO_QUERY","manishflex","Packing bags for Panipat "
"0","2207320982","Wed Jun 17 07:46:56 PDT 2009","NO_QUERY","freycarramello","Is it impossible for me to be ALWAYS with him for the rest of my life? "
"0","2223318817","Thu Jun 18 08:07:29 PDT 2009","NO_QUERY","lyssimarie","I have a headache... "
"4","1989239889","Mon Jun 01 00:50:00 PDT 2009","NO_QUERY","sexyjaz","listenin to eksi n herbsie tear up da mic on glorious summers day!!! shame i gotta work tho!! lol "
"4","1967678809","Fri May 29 20:01:15 PDT 2009","NO_QUERY","JaylaStarr","@AtM24  thanks babe! I used to be really self cautious about them"
"4","1971205510","Sat May 30 06:30:31 PDT 2009","NO_QUERY","onyxparadise","off to the shops, back soon!  hopefully the sun will come back out while i'm walking "
"0","2175185144","Mon Jun 15 00:18:20 PDT 2009","NO_QUERY","iloveyoujensen","i need a friend that is kind and loyal to me and somone that i can trust and tell anything to, i dont have one of thos friends "
"4","1988737339","Sun May 31 23:13:37 PDT 2009","NO_QUERY","KlownDogg","@Descentia I can handle it! The lovable sidekicks never get stressed! "
"0","1760132694","Sun May 10 20:44:48 PDT 2009","NO_QUERY","bibi_xo","hair  miss it"
"0","1972994015","Sat May 30 10:16:26 PDT 2009","NO_QUERY","xthemusic","Apologies to those who missed the first cut, it really was getting too hard to follow you all. "
"0","1833569434","Sun May 17 23:42:55 PDT 2009","NO_QUERY","peazyshop","@drunkenmonkey87 yeh it's pish! Just heading to work now and got got a bit soaked! "
"4","2069606168","Sun Jun 07 16:11:11 PDT 2009","NO_QUERY","c0z","@TMobile_Chris I just mean I had a few too many  owww... my head."
"0","2288656598","Mon Jun 22 19:26:50 PDT 2009","NO_QUERY","absharah","just finished watching jon and kate and they are splitting up "
"4","2065626270","Sun Jun 07 08:58:47 PDT 2009","NO_QUERY","alexou78","wants to chat with you  sexy girls because i like it ...."
"4","1999630922","Mon Jun 01 20:33:07 PDT 2009","NO_QUERY","padma8376","Lazy mornings, crazy days and zapped out evenings... - Its so much better @ home "
"0","2063389077","Sun Jun 07 02:27:43 PDT 2009","NO_QUERY","HerlihyClark","@karmachord   Lets hope it gets better as the day goes on..."
"4","1468884514","Tue Apr 07 04:14:05 PDT 2009","NO_QUERY","DonniesGirl69","@JonathanRKnight You are absolutely ADORABLE! "
"0","2018846852","Wed Jun 03 10:36:13 PDT 2009","NO_QUERY","yezziir","my cat just killed my gold fish "
"0","1675883708","Fri May 01 20:33:33 PDT 2009","NO_QUERY","pandaLum","@xKevinx I almost lost my headband these people are rough "
"0","2264583490","Sun Jun 21 04:19:47 PDT 2009","NO_QUERY","HannahPriestley","Hola Twitter. It seems like a lovely day today. A lovely day which I wont be enjoying as I must do a boatload of homework today! "
"0","2002199366","Tue Jun 02 03:28:35 PDT 2009","NO_QUERY","No1Diva27","I been up since yesterday morning,,,    i cnt sleep.."
"4","1962138841","Fri May 29 10:34:58 PDT 2009","NO_QUERY","crzydriv3r","@nerdsrocket that's my roommate's all-time favorite book "
"0","2251744545","Sat Jun 20 04:27:08 PDT 2009","NO_QUERY","ashokkw","no hoax... just the induction "
"4","1834213117","Mon May 18 02:03:53 PDT 2009","NO_QUERY","Smophs","OMMM a month today until @maaaarit arrives  and a month tomorrow until @_SandBox and @Emmalii get here! EXCITED!!"
"0","1981303403","Sun May 31 08:52:15 PDT 2009","NO_QUERY","jessiiemcfly","@amyjade_ i'm not allowed!  i'm gutted. i would dress up as the little boy and make someone else be the dad :L"
"0","1966421691","Fri May 29 17:44:15 PDT 2009","NO_QUERY","deniseaberdour","Saturday will be the worst Saturday I've had in ages "
"4","2052343401","Sat Jun 06 00:24:52 PDT 2009","NO_QUERY","MicheLLita_21","ok so i admit!!! i have a crush on u!!!!!!!  lol"
"0","1960298901","Fri May 29 07:44:37 PDT 2009","NO_QUERY","jessicaengen","hair, grow back! "
"0","1978347887","Sat May 30 23:05:32 PDT 2009","NO_QUERY","zainab94","G'night everyone. Sleep well. I know I won't. "
"0","1688892526","Sun May 03 12:09:25 PDT 2009","NO_QUERY","midgetpower","pissed why the fuck do i do horrible when im w/ ppl "
"0","2058967151","Sat Jun 06 15:59:13 PDT 2009","NO_QUERY","elizabeththe","@HeartSong01 Me too. I'm stuck here for another two hours. "
"4","1573632428","Tue Apr 21 02:05:50 PDT 2009","NO_QUERY","fakebaldur","@humorzo Ah, bummer. Guess my corrupting influence is unavoidably spreading through the twitterverse. I can live with that "
"4","1679767627","Sat May 02 10:07:56 PDT 2009","NO_QUERY","isiah58","@4everBrandy youre so beautiful by the way, i love your new profile pic!!!!! God i wish i can be amazing like you!!!! "
"0","2197486992","Tue Jun 16 13:50:56 PDT 2009","NO_QUERY","Laiinne","Finally, one of the projects is just DONE! Ace ace ace! yeyyy - but i still have two other ones. "
"0","2069360763","Sun Jun 07 15:44:09 PDT 2009","NO_QUERY","Flinstoneboy","@yaymelissa i totally wanted to go watch the hangover today with you "
"0","1996611698","Mon Jun 01 15:22:51 PDT 2009","NO_QUERY","gordonbarr","Grr. Hearing how great Pixar's Up is, but it doesn't open in UK until September. What happened to worldwide simultaneous releases dammit? "
"0","1686868588","Sun May 03 07:02:52 PDT 2009","NO_QUERY","jessicatsang","@Tehlem0n not my fault  I was watching first and he had the nerve to come and shout at me that FOOOOOL. "
"0","2059380816","Sat Jun 06 16:49:05 PDT 2009","NO_QUERY","Bopsicle","@JonathanRKnight nope, they don't sell babies....I want one too...the only issue is finding someone who is man enough "
"0","2001986985","Tue Jun 02 02:45:42 PDT 2009","NO_QUERY","jobrosrockmisox","lips r dry from playing mi clarinet.. grr cant fine any chapstick "
"0","2047256992","Fri Jun 05 13:22:59 PDT 2009","NO_QUERY","prettiestpain","@fatalinjection It is here: http://bit.ly/ERuTf He hasn't updated in a long while though "
"4","2061683560","Sat Jun 06 21:23:15 PDT 2009","NO_QUERY","whotookcharlie","just hit the gym, now home for a cupcake and a coffee and getting ready for michis birthday tonight "
"0","1984266925","Sun May 31 14:46:12 PDT 2009","NO_QUERY","Whopa","@corpsygirl indeed it is not  plus why bout my trip from Galway back to Dublin? I'll die without my music.. Gotta buy some tomorro..."
"0","2001623909","Tue Jun 02 01:30:24 PDT 2009","NO_QUERY","MichPasqualino","@chiaraaaa awwww it was a good fish  thats sad. do u know how it died? rip taylor scala"
"4","2056401248","Sat Jun 06 11:04:39 PDT 2009","NO_QUERY","terrychoi","@gracewlee haha...i thought you meant 4.5 mile range from campus!  "
"4","1679913764","Sat May 02 10:28:23 PDT 2009","NO_QUERY","stephaniemoraes","Getting my hair done. Everybody says I have A LOT of hair!!!! They were all gushing about it!! "
"0","2214513056","Wed Jun 17 16:51:01 PDT 2009","NO_QUERY","ThisSongPlays","@Markhoppus  dude... its worse with a seven year old and a five yr old who think jack in the ass toys rule the damned world! "
"0","2052306064","Sat Jun 06 00:17:29 PDT 2009","NO_QUERY","codysmith1991","On the train to work. Only a 3 hour shift and I'm in the mood for work "
"0","2057107353","Sat Jun 06 12:23:06 PDT 2009","NO_QUERY","Kelsey7760","@lemondrop60 oh man that is a hard life... So summer school isn't looking to good... richland never e-mailed me back... "
"4","1994140769","Mon Jun 01 11:28:38 PDT 2009","NO_QUERY","hlbllygrl","@pamfidler been a great monday! Sunshine...and only 2 rooms left for today..have all laundry done but 2 loads, and put new curtains up! "
"0","2259834214","Sat Jun 20 18:14:20 PDT 2009","NO_QUERY","loi","Vacuum zip lock bags must be the next best thing after sliced bread. Packing for 3 hours and it's been insane. 3am already "
"4","2002091750","Tue Jun 02 03:06:49 PDT 2009","NO_QUERY","jessicastrust","@Serenaf66 @StephenGradwick  Thank you for the #charitytuesday shout "
"0","2062549976","Sat Jun 06 23:33:40 PDT 2009","NO_QUERY","ilifar","@shashamarissa i woke up today with a craving for spaghetti bolognese "
