"0","1556925582","Sun Apr 19 01:02:47 PDT 2009","NO_QUERY","silentcrash","I wish more people would follow me "
"4","1469872397","Tue Apr 07 07:40:08 PDT 2009","NO_QUERY","emmanuelpappas","@leahcurtis  thanks. its so bloody hot here though. Still a little jet lagged. Heading out for dinner in Bandra."
"4","2190654571","Tue Jun 16 03:21:05 PDT 2009","NO_QUERY","GirlBug","http://twitpic.com/7j8vf - Killing time at light installation "
"0","2031199932","Thu Jun 04 09:28:38 PDT 2009","NO_QUERY","yellowjacket018","HOORAY!!! Its Friday EVE!!! or Thirsty Thursday!!!  or... Well I really got no other word/phrase for Thursday...  O well..."
"0","2058803683","Sat Jun 06 15:39:34 PDT 2009","NO_QUERY","babyfreckleface","im in austin with nothing to do until like 11. cant call or text anyone cause my phone is broke.... "
"4","2063173798","Sun Jun 07 01:38:18 PDT 2009","NO_QUERY","angelsebua","ended up having a wonderful day "
"0","1979762172","Sun May 31 04:24:08 PDT 2009","NO_QUERY","simoune","@anythingpotato crappy love thingy... sumasabay pa sa ulan! di ba lalung nakaka-depress?  will make kwento tomorrow! i need a power hug!!"
"4","1999994054","Mon Jun 01 21:12:16 PDT 2009","NO_QUERY","personar","on the around the world in a day album cover - he has strawberry-blonde hair? LMAOOOOOOOOOOOOO  ~XO*OX~  aaoowwaa!!"
"4","1971230519","Sat May 30 06:34:30 PDT 2009","NO_QUERY","rt_magic","@tastethenate @adorkablex erm, magic. "
"0","2192395640","Tue Jun 16 06:58:34 PDT 2009","NO_QUERY","LisaLovesLifee","So fucking bored "
"0","1823375505","Sat May 16 21:48:22 PDT 2009","NO_QUERY","superalyxo","needs to find money to actually go out tomorrowwww. ughhh. i need drinks &amp; fun!! i hate being broke "
"4","1833566152","Sun May 17 23:42:11 PDT 2009","NO_QUERY","zoeyjordan","@davidbeking k - you tell 10 friends and I'll tell 10 friends and by Thursday (at the latest) you should pretty much OWN the internet "
"0","1824963946","Sun May 17 03:43:54 PDT 2009","NO_QUERY","roijon","Getting ready for work this afternoon  I hope  that there's a bus on a Sunday to come home on ....hmmm"
"4","2072225503","Sun Jun 07 20:37:29 PDT 2009","NO_QUERY","cnystedt","Good Morning everyone!!! Let's have a wonderful Apple day LOL "
"0","2206053530","Wed Jun 17 05:55:31 PDT 2009","NO_QUERY","dpickett58","Ah spent the night at Chris's with Matthew and woke up waayy to early "
"4","1677828175","Sat May 02 04:12:17 PDT 2009","NO_QUERY","voltaires_vice","@Masterface Is that tomorrow? OMG have fun! And give Ianto a hug from me. "
"0","2002197699","Tue Jun 02 03:28:14 PDT 2009","NO_QUERY","ScreaminForJane","Matthh Assesss Todayyy "
